"Column1","Column2","Column3"
"2003","01","0.0"
"2003","01","0.0"
"2003","01","0.0"
"2003","02","0.0"
"2003","02","0.0"
"2003","02","0.0"
"2003","03","0.0"
"2003","03","0.0"
"2003","03","0.0"
"2003","04","0.0"
"2003","04","0.0"
"2003","04","0.0"
"2003","05","2.8759877464099999"
"2003","05","2.8759877464099999"
"2003","05","2.8759877464099999"
"2003","06","2.4447225597500002"
"2003","06","2.4447225597500002"
"2003","06","2.4447225597500002"
"2003","07","1.9548556285800001"
"2003","07","1.9548556285800001"
"2003","07","1.9548556285800001"
"2003","08","1.7756565259399999"
"2003","08","1.7756565259399999"
"2003","08","1.7756565259399999"
"2003","09","0.96979703914000004"
"2003","09","0.96979703914000004"
"2003","09","0.96979703914000004"
"2003","10","0.0"
"2003","10","0.0"
"2003","10","0.0"
"2003","11","0.0"
"2003","11","0.0"
"2003","11","0.0"
"2003","12","0.0"
"2003","12","0.0"
"2003","12","0.0"
"2004","01","0.0"
"2004","01","0.0"
"2004","01","0.0"
"2004","02","0.0"
"2004","02","0.0"
"2004","02","0.0"
"2004","03","0.0"
"2004","03","0.0"
"2004","03","0.0"
"2004","04","0.0"
"2004","04","0.0"
"2004","04","0.0"
"2004","05","2.4289915929300001"
"2004","05","2.4289915929300001"
"2004","05","2.4289915929300001"
"2004","06","2.4169218770100001"
"2004","06","2.4169218770100001"
"2004","06","2.4169218770100001"
"2004","07","2.3586541435699999"
"2004","07","2.3586541435699999"
"2004","07","2.3586541435699999"
"2004","08","1.71248043447"
"2004","08","1.71248043447"
"2004","08","1.71248043447"
"2004","09","0.60392019371200001"
"2004","09","0.60392019371200001"
"2004","09","0.60392019371200001"
"2004","10","0.0"
"2004","10","0.0"
"2004","10","0.0"
"2004","11","0.0"
"2004","11","0.0"
"2004","11","0.0"
"2004","12","0.0"
"2004","12","0.0"
"2004","12","0.0"
"2005","01","0.0"
"2005","01","0.0"
"2005","01","0.0"
"2005","02","0.0"
"2005","02","0.0"
"2005","02","0.0"
"2005","03","0.0"
"2005","03","0.0"
"2005","03","0.0"
"2005","04","0.0"
"2005","04","0.0"
"2005","04","0.0"
"2005","05","0.367045883608"
"2005","05","0.367045883608"
"2005","05","0.367045883608"
"2005","06","1.5138961206099999"
"2005","06","1.5138961206099999"
"2005","06","1.5138961206099999"
"2005","07","2.9529417848800001"
"2005","07","2.9529417848800001"
"2005","07","2.9529417848800001"
"2005","08","2.59238165997"
"2005","08","2.59238165997"
"2005","08","2.59238165997"
"2005","09","1.08571595861"
"2005","09","1.08571595861"
"2005","09","1.08571595861"
"2005","10","0.0"
"2005","10","0.0"
"2005","10","0.0"
"2005","11","0.0"
"2005","11","0.0"
"2005","11","0.0"
"2005","12","0.0"
"2005","12","0.0"
"2005","12","0.0"
"2006","01","0.0"
"2006","01","0.0"
"2006","01","0.0"
"2006","02","0.0"
"2006","02","0.0"
"2006","02","0.0"
"2006","03","0.0"
"2006","03","0.0"
"2006","03","0.0"
"2006","04","0.0"
"2006","04","0.0"
"2006","04","0.0"
"2006","05","3.25585451706"
"2006","05","3.25585451706"
"2006","05","3.25585451706"
"2006","06","2.0878809360399999"
"2006","06","2.0878809360399999"
"2006","06","2.0878809360399999"
"2006","07","2.9324515925800001"
"2006","07","2.9324515925800001"
"2006","07","2.9324515925800001"
"2006","08","2.5200534424300001"
"2006","08","2.5200534424300001"
"2006","08","2.5200534424300001"
"2006","09","1.05185869801"
"2006","09","1.05185869801"
"2006","09","1.05185869801"
"2006","10","0.0"
"2006","10","0.0"
"2006","10","0.0"
"2006","11","0.0"
"2006","11","0.0"
"2006","11","0.0"
"2006","12","0.0"
"2006","12","0.0"
"2006","12","0.0"
"2007","01","0.0"
"2007","01","0.0"
"2007","01","0.0"
"2007","02","0.0"
"2007","02","0.0"
"2007","02","0.0"
"2007","03","0.0"
"2007","03","0.0"
"2007","03","0.0"
"2007","04","0.0"
"2007","04","0.0"
"2007","04","0.0"
"2007","05","2.4566611594499999"
"2007","05","2.4566611594499999"
"2007","05","2.4566611594499999"
"2007","06","2.2992054996700002"
"2007","06","2.2992054996700002"
"2007","06","2.2992054996700002"
"2007","07","2.2183695910300001"
"2007","07","2.2183695910300001"
"2007","07","2.2183695910300001"
"2007","08","1.8309055788099999"
"2007","08","1.8309055788099999"
"2007","08","1.8309055788099999"
"2007","09","1.0879499420600001"
"2007","09","1.0879499420600001"
"2007","09","1.0879499420600001"
"2007","10","0.138702199202"
"2007","10","0.138702199202"
"2007","10","0.138702199202"
"2007","11","0.086857429195299998"
"2007","11","0.086857429195299998"
"2007","11","0.086857429195299998"
"2007","12","0.0017939327229799999"
"2007","12","0.0017939327229799999"
"2007","12","0.0017939327229799999"
"2008","01","0.0"
"2008","01","0.0"
"2008","01","0.0"
"2008","02","0.0"
"2008","02","0.0"
"2008","02","0.0"
"2008","03","0.0"
"2008","03","0.0"
"2008","03","0.0"
"2008","04","0.0"
"2008","04","0.0"
"2008","04","0.0"
"2008","05","0.0"
"2008","05","0.0"
"2008","05","0.0"
"2008","06","2.5198836917"
"2008","06","2.5198836917"
"2008","06","2.5198836917"
"2008","07","2.4549556448900001"
"2008","07","2.4549556448900001"
"2008","07","2.4549556448900001"
"2008","08","2.14784297391"
"2008","08","2.14784297391"
"2008","08","2.14784297391"
"2008","09","0.76350107843699999"
"2008","09","0.76350107843699999"
"2008","09","0.76350107843699999"
"2008","10","0.51771869221699995"
"2008","10","0.51771869221699995"
"2008","10","0.51771869221699995"
"2008","11","0.053101854761899998"
"2008","11","0.053101854761899998"
"2008","11","0.053101854761899998"
"2008","12","0.0"
"2008","12","0.0"
"2008","12","0.0"
"2009","01","0.0"
"2009","01","0.0"
"2009","01","0.0"
"2009","02","0.0"
"2009","02","0.0"
"2009","02","0.0"
"2009","03","0.0"
"2009","03","0.0"
"2009","03","0.0"
"2009","04","0.0"
"2009","04","0.0"
"2009","04","0.0"
"2009","05","2.0516615782500001"
"2009","05","2.0516615782500001"
"2009","05","2.0516615782500001"
"2009","06","1.2525200565000001"
"2009","06","1.2525200565000001"
"2009","06","1.2525200565000001"
"2009","07","2.6103976552699999"
"2009","07","2.6103976552699999"
"2009","07","2.6103976552699999"
"2009","08","2.2411898519000002"
"2009","08","2.2411898519000002"
"2009","08","2.2411898519000002"
"2009","09","1.05496145306"
"2009","09","1.05496145306"
"2009","09","1.05496145306"
"2009","10","0.093679496007100002"
"2009","10","0.093679496007100002"
"2009","10","0.093679496007100002"
"2009","11","0.0"
"2009","11","0.0"
"2009","11","0.0"
"2009","12","0.0"
"2009","12","0.0"
"2009","12","0.0"
"2010","01","0.0"
"2010","01","0.0"
"2010","01","0.0"
"2010","02","0.0"
"2010","02","0.0"
"2010","02","0.0"
"2010","03","0.017378267125599998"
"2010","03","0.017378267125599998"
"2010","03","0.017378267125599998"
"2010","04","0.0093319105104899998"
"2010","04","0.0093319105104899998"
"2010","04","0.0093319105104899998"
"2010","05","1.0959231459200001"
"2010","05","1.0959231459200001"
"2010","05","1.0959231459200001"
"2010","06","1.30957720101"
"2010","06","1.30957720101"
"2010","06","1.30957720101"
"2010","07","2.0678711842199999"
"2010","07","2.0678711842199999"
"2010","07","2.0678711842199999"
"2010","08","2.0208013055"
"2010","08","2.0208013055"
"2010","08","2.0208013055"
"2010","09","1.16914217255"
"2010","09","1.16914217255"
"2010","09","1.16914217255"
"2010","10","0.369948542692"
"2010","10","0.369948542692"
"2010","10","0.369948542692"
"2010","11","0.065782475417399996"
"2010","11","0.065782475417399996"
"2010","11","0.065782475417399996"
"2010","12","0.0"
"2010","12","0.0"
"2010","12","0.0"
